Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,client_ct_bytes,server_ct_bytes,total_packet_bytes
457,1764450474.4877722,kem_handshake,0.000036057|0.000038321|0.000057025,0.00,0.00,43610112,43610112,768,768,1536
458,1764450474.4905984,kem_handshake,0.000055592|0.000050182|0.000057607,0.00,0.00,43610112,43610112,768,768,1536
459,1764450474.4926305,kem_handshake,0.000037980|0.000034283|0.000043760,0.00,0.00,43610112,43610112,768,768,1536
460,1764450474.4947817,kem_handshake,0.000049642|0.000043791|0.000047748,0.00,0.00,43610112,43610112,768,768,1536
461,1764450474.4963868,kem_handshake,0.000030116|0.000028462|0.000046546,0.00,0.00,43610112,43610112,768,768,1536
462,1764450474.4982193,kem_handshake,0.000053920|0.000045143|0.000093883,0.00,0.00,43610112,43610112,768,768,1536
463,1764450474.5004308,kem_handshake,0.000033361|0.000034664|0.000045634,0.00,0.00,43610112,43610112,768,768,1536
464,1764450474.5026736,kem_handshake,0.000047187|0.000053018|0.000077643,0.00,0.00,43610112,43610112,768,768,1536
465,1764450474.5050468,kem_handshake,0.000042158|0.000038140|0.000051906,0.00,0.00,43610112,43610112,768,768,1536
466,1764450474.5077696,kem_handshake,0.000071593|0.000055492|0.000091379,0.00,0.00,43610112,43610112,768,768,1536
467,1764450474.5100572,kem_handshake,0.000036858|0.000032971|0.000044042,0.00,0.00,43610112,43610112,768,768,1536
468,1764450474.5116134,kem_handshake,0.000026860|0.000027561|0.000037770,0.00,0.00,43610112,43610112,768,768,1536
469,1764450474.5137188,kem_handshake,0.000068838|0.000063407|0.000096648,0.00,0.00,43610112,43610112,768,768,1536
470,1764450474.5163696,kem_handshake,0.000054541|0.000067174|0.000078384,0.00,0.00,43610112,43610112,768,768,1536
471,1764450474.5182528,kem_handshake,0.000034604|0.000038231|0.000043440,0.00,0.00,43610112,43610112,768,768,1536
472,1764450474.5201182,kem_handshake,0.000030096|0.000072113|0.000042498,0.00,0.00,43610112,43610112,768,768,1536
473,1764450474.522097,kem_handshake,0.000037229|0.000032851|0.000046867,0.00,0.00,43610112,43610112,768,768,1536
474,1764450474.5247743,kem_handshake,0.000118880|0.000108400|0.000161588,0.00,0.00,43610112,43610112,768,768,1536
475,1764450474.5277288,kem_handshake,0.000033622|0.000035436|0.000049361,0.00,0.00,43610112,43610112,768,768,1536
476,1764450474.529789,kem_handshake,0.000060832|0.000066943|0.000091669,0.00,0.00,43610112,43610112,768,768,1536
477,1764450474.5330954,kem_handshake,0.000064118|0.000053749|0.000081311,0.00,0.00,43610112,43610112,768,768,1536
478,1764450474.5354178,kem_handshake,0.000037038|0.000034023|0.000042799,0.00,0.00,43610112,43610112,768,768,1536
479,1764450474.53796,kem_handshake,0.000071522|0.000056013|0.000091759,0.00,0.00,43614208,43614208,768,768,1536
480,1764450474.5411177,kem_handshake,0.000058188|0.000048319|0.000077303,0.00,0.00,43614208,43614208,768,768,1536
481,1764450474.5431495,kem_handshake,0.000041506|0.000034553|0.000048640,0.00,0.00,43614208,43614208,768,768,1536
482,1764450474.5451999,kem_handshake,0.000053469|0.000043510|0.000060302,0.00,0.00,43614208,43614208,768,768,1536
483,1764450474.5484073,kem_handshake,0.000094885|0.000074297|0.000114722,0.00,0.00,43614208,43614208,768,768,1536
484,1764450474.5518267,kem_handshake,0.000055803|0.000047819|0.000069449,0.00,0.00,43614208,43614208,768,768,1536
485,1764450474.5549357,kem_handshake,0.000081811|0.000068838|0.000113780,0.00,0.00,43614208,43614208,768,768,1536
486,1764450474.5579495,kem_handshake,0.000059750|0.000047929|0.000077603,0.00,0.00,43614208,43614208,768,768,1536
487,1764450474.5600777,kem_handshake,0.000053319|0.000056004|0.000073205,0.00,0.00,43614208,43614208,768,768,1536
488,1764450474.5623794,kem_handshake,0.000049281|0.000038751|0.000062676,0.00,0.00,43614208,43614208,768,768,1536
489,1764450474.5650122,kem_handshake,0.000050613|0.000045193|0.000128037,0.00,0.00,43614208,43614208,768,768,1536
490,1764450474.5676653,kem_handshake,0.000070881|0.000053989|0.000071943,0.00,0.00,43614208,43614208,768,768,1536
491,1764450474.5692546,kem_handshake,0.000034454|0.000030516|0.000038982,0.00,0.00,43614208,43614208,768,768,1536
492,1764450474.571224,kem_handshake,0.000046406|0.000041847|0.000108951,0.00,0.00,43614208,43614208,768,768,1536
493,1764450474.574223,kem_handshake,0.000072304|0.000073866|0.000137474,0.00,0.00,43614208,43614208,768,768,1536
494,1764450474.5763776,kem_handshake,0.000031949|0.000030587|0.000042128,0.00,0.00,43614208,43614208,768,768,1536
495,1764450474.5777266,kem_handshake,0.000021490|0.000024595|0.000033983,0.00,0.00,43614208,43614208,768,768,1536
496,1764450474.5796072,kem_handshake,0.000054961|0.000064589|0.000062886,0.00,0.00,43618304,43618304,768,768,1536
497,1764450474.581258,kem_handshake,0.000031528|0.000041948|0.000044602,0.00,0.00,43618304,43618304,768,768,1536
498,1764450474.5834558,kem_handshake,0.000047378|0.000040054|0.000053940,0.00,0.00,43618304,43618304,768,768,1536
499,1764450474.5861948,kem_handshake,0.000053459|0.000055252|0.000092501,0.00,0.00,43618304,43618304,768,768,1536
500,1764450474.5893984,kem_handshake,0.000058518|0.000052757|0.000063457,0.00,0.00,43618304,43618304,768,768,1536
501,1764450474.5922043,kem_handshake,0.000071162|0.000053158|0.000113529,0.00,0.00,43618304,43618304,768,768,1536
502,1764450474.5946794,kem_handshake,0.000080259|0.000068987|0.000086149,0.00,0.00,43618304,43618304,768,768,1536
503,1764450474.5981913,kem_handshake,0.000107428|0.000075049|0.000113851,0.00,0.00,43618304,43618304,768,768,1536
504,1764450474.601014,kem_handshake,0.000041727|0.000034795|0.000056084,0.00,0.00,43618304,43618304,768,768,1536
505,1764450474.6025586,kem_handshake,0.000029324|0.000028613|0.000038441,0.00,0.00,43618304,43618304,768,768,1536
506,1764450474.605181,kem_handshake,0.000103401|0.000053138|0.000089836,0.00,0.00,43618304,43618304,768,768,1536
507,1764450474.6084404,kem_handshake,0.000101317|0.000062876|0.000074909,0.00,0.00,43618304,43618304,768,768,1536
508,1764450474.6108415,kem_handshake,0.000051815|0.000053128|0.000045825,0.00,0.00,43618304,43618304,768,768,1536
509,1764450474.612863,kem_handshake,0.000080980|0.000077724|0.000094855,0.00,3867.00,43618304,43618304,768,768,1536
510,1764450474.6155117,kem_handshake,0.000056003|0.000046066|0.000065010,0.00,0.00,43618304,43618304,768,768,1536
511,1764450474.6179006,kem_handshake,0.000034934|0.000031599|0.000042849,0.00,0.00,43618304,43618304,768,768,1536
512,1764450474.6201713,kem_handshake,0.000038321|0.000037129|0.000062475,0.00,0.00,43618304,43618304,768,768,1536
513,1764450474.6224046,kem_handshake,0.000044021|0.000038561|0.000049221,0.00,0.00,43622400,43622400,768,768,1536
514,1764450474.6249208,kem_handshake,0.000055803|0.000057756|0.000080599,0.00,0.00,43622400,43622400,768,768,1536
515,1764450474.6269226,kem_handshake,0.000066412|0.000059339|0.000078244,0.00,0.00,43622400,43622400,768,768,1536
516,1764450474.629452,kem_handshake,0.000062325|0.000061574|0.000089555,0.00,0.00,43622400,43622400,768,768,1536
517,1764450474.6317658,kem_handshake,0.000068276|0.000052597|0.000097861,0.00,0.00,43622400,43622400,768,768,1536
518,1764450474.634078,kem_handshake,0.000051245|0.000055002|0.000075920,0.00,0.00,43622400,43622400,768,768,1536
519,1764450474.6359751,kem_handshake,0.000027892|0.000027992|0.000038150,0.00,0.00,43622400,43622400,768,768,1536
520,1764450474.637524,kem_handshake,0.000035286|0.000032029|0.000050193,0.00,0.00,43622400,43622400,768,768,1536
521,1764450474.6394718,kem_handshake,0.000037309|0.000035305|0.000079877,0.00,0.00,43622400,43622400,768,768,1536
522,1764450474.6421647,kem_handshake,0.000141902|0.000045575|0.000065722,0.00,0.00,43622400,43622400,768,768,1536
523,1764450474.6441116,kem_handshake,0.000036567|0.000036628|0.000048760,0.00,0.00,43622400,43622400,768,768,1536
524,1764450474.6462643,kem_handshake,0.000046556|0.000047438|0.000057236,0.00,0.00,43622400,43622400,768,768,1536
525,1764450474.6489017,kem_handshake,0.000053108|0.000050153|0.000089926,0.00,0.00,43622400,43622400,768,768,1536
526,1764450474.6512513,kem_handshake,0.000049762|0.000054170|0.000043450,0.00,0.00,43622400,43622400,768,768,1536
527,1764450474.653715,kem_handshake,0.000048430|0.000037239|0.000065180,0.00,0.00,43622400,43622400,768,768,1536
528,1764450474.6561654,kem_handshake,0.000054782|0.000055252|0.000087010,0.00,0.00,43622400,43622400,768,768,1536
529,1764450474.659067,kem_handshake,0.000071512|0.000051225|0.000065100,0.00,0.00,43622400,43622400,768,768,1536
530,1764450474.6612966,kem_handshake,0.000028793|0.000032731|0.000076331,0.00,10183.20,43622400,43622400,768,768,1536
531,1764450474.6630235,kem_handshake,0.000040886|0.000033101|0.000059369,0.00,0.00,43622400,43622400,768,768,1536
532,1764450474.6652677,kem_handshake,0.000055693|0.000044683|0.000081270,0.00,0.00,43622400,43622400,768,768,1536
533,1764450474.667219,kem_handshake,0.000030927|0.000030687|0.000040936,0.00,0.00,43622400,43622400,768,768,1536
534,1764450474.6689703,kem_handshake,0.000030497|0.000031137|0.000046005,0.00,0.00,43622400,43622400,768,768,1536
535,1764450474.6712627,kem_handshake,0.000063117|0.000059740|0.000098251,0.00,0.00,43622400,43622400,768,768,1536
536,1764450474.674728,kem_handshake,0.000049241|0.000053759|0.000062045,0.00,0.00,43622400,43622400,768,768,1536
537,1764450474.6775072,kem_handshake,0.000058918|0.000058087|0.000089154,0.00,0.00,43622400,43622400,768,768,1536
538,1764450474.6795235,kem_handshake,0.000055743|0.000043220|0.000065230,0.00,0.00,43622400,43622400,768,768,1536
539,1764450474.6820707,kem_handshake,0.000050814|0.000044653|0.000069148,0.00,0.00,43622400,43622400,768,768,1536
540,1764450474.6844823,kem_handshake,0.000038982|0.000034694|0.000046506,0.00,0.00,43622400,43622400,768,768,1536
541,1764450474.6870081,kem_handshake,0.000043660|0.000048860|0.000071512,0.00,0.00,43622400,43622400,768,768,1536
542,1764450474.689073,kem_handshake,0.000038812|0.000036868|0.000052457,0.00,0.00,43622400,43622400,768,768,1536
543,1764450474.6914928,kem_handshake,0.000048269|0.000053949|0.000078425,0.00,0.00,43622400,43622400,768,768,1536
544,1764450474.693392,kem_handshake,0.000037710|0.000033942|0.000083334,0.00,0.00,43622400,43622400,768,768,1536
545,1764450474.696607,kem_handshake,0.000080489|0.000072413|0.000115563,0.00,0.00,43622400,43622400,768,768,1536
546,1764450474.6990907,kem_handshake,0.000037799|0.000034353|0.000047688,0.00,0.00,43622400,43622400,768,768,1536
547,1764450474.7008038,kem_handshake,0.000028794|0.000029114|0.000038692,0.00,0.00,43622400,43622400,768,768,1536
548,1764450474.70232,kem_handshake,0.000025918|0.000026950|0.000037700,0.00,0.00,43622400,43622400,768,768,1536
549,1764450474.7038012,kem_handshake,0.000029284|0.000035114|0.000062375,0.00,0.00,43622400,43622400,768,768,1536
550,1764450474.705655,kem_handshake,0.000032751|0.000031438|0.000046316,0.00,0.00,43622400,43622400,768,768,1536
551,1764450474.7080388,kem_handshake,0.000036668|0.000032971|0.000056956,0.00,0.00,43622400,43622400,768,768,1536
552,1764450474.709851,kem_handshake,0.000037619|0.000030216|0.000045575,0.00,0.00,43622400,43622400,768,768,1536
553,1764450474.7113008,kem_handshake,0.000026889|0.000027440|0.000038772,0.00,0.00,43622400,43622400,768,768,1536
554,1764450474.7140443,kem_handshake,0.000101267|0.000070630|0.000122656,0.00,0.00,43622400,43622400,768,768,1536
555,1764450474.7173347,kem_handshake,0.000063788|0.000061443|0.000062055,0.00,0.00,43622400,43622400,768,768,1536
556,1764450474.7194042,kem_handshake,0.000031308|0.000029935|0.000049672,0.00,0.00,43622400,43622400,768,768,1536
557,1764450474.7208686,kem_handshake,0.000027581|0.000026188|0.000046937,0.00,0.00,43622400,43622400,768,768,1536
558,1764450474.7228205,kem_handshake,0.000049681|0.000041637|0.000074918,0.00,0.00,43622400,43622400,768,768,1536
559,1764450474.7252326,kem_handshake,0.000065090|0.000048590|0.000062366,0.00,0.00,43622400,43622400,768,768,1536
560,1764450474.727307,kem_handshake,0.000026710|0.000027691|0.000042378,0.00,0.00,43622400,43622400,768,768,1536
561,1764450474.7291794,kem_handshake,0.000053679|0.000058047|0.000100475,0.00,0.00,43622400,43622400,768,768,1536
562,1764450474.7321374,kem_handshake,0.000090046|0.000090837|0.000075690,0.00,0.00,43622400,43622400,768,768,1536
563,1764450474.7346876,kem_handshake,0.000046456|0.000042268|0.000080408,0.00,0.00,43622400,43622400,768,768,1536
564,1764450474.7366407,kem_handshake,0.000034884|0.000029695|0.000046386,0.00,0.00,43622400,43622400,768,768,1536
565,1764450474.7396295,kem_handshake,0.000074097|0.000081821|0.000143565,0.00,0.00,43622400,43622400,768,768,1536
566,1764450474.7426453,kem_handshake,0.000072554|0.000058288|0.000100345,0.00,0.00,43622400,43622400,768,768,1536
567,1764450474.7445884,kem_handshake,0.000030617|0.000029575|0.000039993,0.00,0.00,43622400,43622400,768,768,1536
568,1764450474.746133,kem_handshake,0.000026509|0.000030376|0.000039674,0.00,0.00,43622400,43622400,768,768,1536
569,1764450474.7479916,kem_handshake,0.000037109|0.000034093|0.000048119,0.00,0.00,43622400,43622400,768,768,1536
570,1764450474.7503417,kem_handshake,0.000093132|0.000054110|0.000073846,0.00,0.00,43622400,43622400,768,768,1536
571,1764450474.7532063,kem_handshake,0.000054811|0.000059751|0.000088644,0.00,0.00,43622400,43622400,768,768,1536
572,1764450474.7563615,kem_handshake,0.000065641|0.000050524|0.000076421,0.00,0.00,43622400,43622400,768,768,1536
573,1764450474.758716,kem_handshake,0.000035675|0.000069738|0.000075640,0.00,0.00,43622400,43622400,768,768,1536
574,1764450474.7608786,kem_handshake,0.000043501|0.000051796|0.000071933,0.00,0.00,43622400,43622400,768,768,1536
575,1764450474.7633998,kem_handshake,0.000055372|0.000043189|0.000070881,0.00,0.00,43622400,43622400,768,768,1536
576,1764450474.7663817,kem_handshake,0.000045564|0.000034153|0.000055392,0.00,0.00,43622400,43622400,768,768,1536
577,1764450474.768833,kem_handshake,0.000045865|0.000052227|0.000077653,0.00,0.00,43622400,43622400,768,768,1536
578,1764450474.7710087,kem_handshake,0.000050322|0.000053008|0.000086320,0.00,0.00,43622400,43622400,768,768,1536
579,1764450474.773295,kem_handshake,0.000060020|0.000062505|0.000086570,0.00,0.00,43622400,43622400,768,768,1536
580,1764450474.7760308,kem_handshake,0.000051826|0.000057296|0.000079187,0.00,0.00,43622400,43622400,768,768,1536
581,1764450474.7780702,kem_handshake,0.000041617|0.000048610|0.000068317,0.00,0.00,43622400,43622400,768,768,1536
582,1764450474.7807236,kem_handshake,0.000074307|0.000058127|0.000093633,0.00,0.00,43622400,43622400,768,768,1536
583,1764450474.7835436,kem_handshake,0.000039362|0.000034624|0.000045744,0.00,0.00,43622400,43622400,768,768,1536
584,1764450474.785488,kem_handshake,0.000046385|0.000036958|0.000054301,0.00,0.00,43622400,43622400,768,768,1536
585,1764450474.7872865,kem_handshake,0.000055272|0.000079397|0.000041176,0.00,4556.10,43622400,43622400,768,768,1536
586,1764450474.7891173,kem_handshake,0.000028493|0.000032600|0.000046586,0.00,0.00,43622400,43622400,768,768,1536
587,1764450474.7919774,kem_handshake,0.000089405|0.000079317|0.000130691,0.00,0.00,43622400,43622400,768,768,1536
588,1764450474.7940989,kem_handshake,0.000046265|0.000050273|0.000071181,0.00,0.00,43622400,43622400,768,768,1536
589,1764450474.797037,kem_handshake,0.000067284|0.000055743|0.000101587,0.00,0.00,43622400,43622400,768,768,1536
590,1764450474.8001025,kem_handshake,0.000045564|0.000039443|0.000053980,0.00,0.00,43622400,43622400,768,768,1536
591,1764450474.8023174,kem_handshake,0.000052988|0.000069698|0.000072263,0.00,0.00,43622400,43622400,768,768,1536
592,1764450474.8050864,kem_handshake,0.000073947|0.000075389|0.000121724,0.00,0.00,43622400,43622400,768,768,1536
593,1764450474.8077815,kem_handshake,0.000049612|0.000059610|0.000084245,0.00,0.00,43622400,43622400,768,768,1536
594,1764450474.8102925,kem_handshake,0.000042569|0.000034884|0.000045033,0.00,0.00,43622400,43622400,768,768,1536
595,1764450474.8131495,kem_handshake,0.000076551|0.000075690|0.000118398,0.00,0.00,43622400,43622400,768,768,1536
596,1764450474.815976,kem_handshake,0.000068146|0.000065270|0.000051626,0.00,0.00,43622400,43622400,768,768,1536
597,1764450474.8187535,kem_handshake,0.000056053|0.000055853|0.000093393,0.00,0.00,43622400,43622400,768,768,1536
598,1764450474.8208642,kem_handshake,0.000038581|0.000030596|0.000051064,0.00,0.00,43622400,43622400,768,768,1536
599,1764450474.8237693,kem_handshake,0.000076120|0.000038280|0.000064258,0.00,0.00,43622400,43622400,768,768,1536
600,1764450474.8265612,kem_handshake,0.000053198|0.000053779|0.000075329,0.00,0.00,43622400,43622400,768,768,1536
601,1764450474.8282344,kem_handshake,0.000026308|0.000026388|0.000049352,0.00,0.00,43622400,43622400,768,768,1536
602,1764450474.8302119,kem_handshake,0.000053739|0.000059349|0.000104493,0.00,0.00,43622400,43622400,768,768,1536
603,1764450474.8324542,kem_handshake,0.000045484|0.000038551|0.000061744,0.00,0.00,43622400,43622400,768,768,1536
604,1764450474.834864,kem_handshake,0.000050313|0.000056455|0.000070841,0.00,0.00,43622400,43622400,768,768,1536
605,1764450474.8378282,kem_handshake,0.000086269|0.000049992|0.000079867,0.00,0.00,43622400,43622400,768,768,1536
606,1764450474.840563,kem_handshake,0.000047508|0.000039002|0.000069288,0.00,0.00,43622400,43622400,768,768,1536
607,1764450474.8429632,kem_handshake,0.000029134|0.000028312|0.000037789,0.00,0.00,43622400,43622400,768,768,1536
608,1764450474.846257,kem_handshake,0.000215949|0.000112337|0.000138386,0.00,0.00,43622400,43622400,768,768,1536
609,1764450474.8497093,kem_handshake,0.000047618|0.000043911|0.000068717,0.00,0.00,43622400,43622400,768,768,1536
610,1764450474.852102,kem_handshake,0.000066362|0.000063086|0.000057807,0.00,0.00,43622400,43622400,768,768,1536
611,1764450474.8556335,kem_handshake,0.000084636|0.000075870|0.000105204,0.00,0.00,43626496,43626496,768,768,1536
612,1764450474.8590996,kem_handshake,0.000096007|0.000071041|0.000123818,0.00,0.00,43626496,43626496,768,768,1536
613,1764450474.8617198,kem_handshake,0.000060111|0.000044532|0.000079828,0.00,0.00,43626496,43626496,768,768,1536
614,1764450474.8646505,kem_handshake,0.000081260|0.000073877|0.000124019,0.00,0.00,43626496,43626496,768,768,1536
615,1764450474.8680317,kem_handshake,0.000065300|0.000066102|0.000088824,0.00,0.00,43626496,43626496,768,768,1536
616,1764450474.8710341,kem_handshake,0.000078605|0.000060642|0.000121033,0.00,0.00,43626496,43626496,768,768,1536
617,1764450474.8746927,kem_handshake,0.000072043|0.000067064|0.000092741,0.00,0.00,43626496,43626496,768,768,1536
618,1764450474.8778586,kem_handshake,0.000080910|0.000096749|0.000094184,0.00,0.00,43626496,43626496,768,768,1536
619,1764450474.883324,kem_handshake,0.000124741|0.000107538|0.000125342,0.00,0.00,43626496,43626496,768,768,1536
620,1764450474.8864768,kem_handshake,0.000060552|0.000050293|0.000066282,0.00,0.00,43630592,43630592,768,768,1536
621,1764450474.890631,kem_handshake,0.000110674|0.000076972|0.000117156,0.00,0.00,43630592,43630592,768,768,1536
622,1764450474.8936853,kem_handshake,0.000057586|0.000049050|0.000068607,0.00,0.00,43630592,43630592,768,768,1536
623,1764450474.8983204,kem_handshake,0.000057847|0.000053919|0.000065592,0.00,0.00,43630592,43630592,768,768,1536
624,1764450474.9022334,kem_handshake,0.000055673|0.000045594|0.000063727,0.00,0.00,43630592,43630592,768,768,1536
625,1764450474.905996,kem_handshake,0.000107048|0.000078485|0.000128006,0.00,0.00,43630592,43630592,768,768,1536
626,1764450474.9100869,kem_handshake,0.000058458|0.000048199|0.000063827,0.00,0.00,43630592,43630592,768,768,1536
627,1764450474.9139705,kem_handshake,0.000112528|0.000087040|0.000126413,0.00,0.00,43630592,43630592,768,768,1536
628,1764450474.9174523,kem_handshake,0.000055933|0.000047668|0.000063267,0.00,0.00,43630592,43630592,768,768,1536
629,1764450474.9216971,kem_handshake,0.000087211|0.000072224|0.000121364,0.00,0.00,43630592,43630592,768,768,1536
630,1764450474.924973,kem_handshake,0.000071311|0.000053659|0.000063778,0.00,0.00,43634688,43634688,768,768,1536
631,1764450474.9274697,kem_handshake,0.000043641|0.000038942|0.000053208,0.00,0.00,43634688,43634688,768,768,1536
632,1764450474.9305518,kem_handshake,0.000133196|0.000083354|0.000149987,0.00,0.00,43634688,43634688,768,768,1536
633,1764450474.933246,kem_handshake,0.000033061|0.000038792|0.000046176,0.00,0.00,43634688,43634688,768,768,1536
634,1764450474.9354608,kem_handshake,0.000038832|0.000037209|0.000049261,0.00,0.00,43634688,43634688,768,768,1536
635,1764450474.9383564,kem_handshake,0.000057416|0.000044251|0.000076631,0.00,0.00,43634688,43634688,768,768,1536
636,1764450474.9410472,kem_handshake,0.000061935|0.000053308|0.000081601,0.00,0.00,43634688,43634688,768,768,1536
637,1764450474.9458723,kem_handshake,0.000179421|0.000129960|0.000185192,0.00,0.00,43634688,43634688,768,768,1536
638,1764450474.9506836,kem_handshake,0.000118559|0.000109141|0.000080900,0.00,0.00,43634688,43634688,768,768,1536
639,1764450474.9544806,kem_handshake,0.000133827|0.000057797|0.000095225,0.00,3988.60,43634688,43634688,768,768,1536
640,1764450474.957774,kem_handshake,0.000085357|0.000060662|0.000098101,0.00,0.00,43638784,43638784,768,768,1536
641,1764450474.9605296,kem_handshake,0.000063357|0.000058699|0.000085868,0.00,0.00,43638784,43638784,768,768,1536
642,1764450474.9643276,kem_handshake,0.000064650|0.000053859|0.000099413,0.00,0.00,43638784,43638784,768,768,1536
643,1764450474.9663277,kem_handshake,0.000047538|0.000040205|0.000061444,0.00,0.00,43638784,43638784,768,768,1536
644,1764450474.9693305,kem_handshake,0.000054371|0.000062165|0.000080098,0.00,0.00,43638784,43638784,768,768,1536
645,1764450474.9720716,kem_handshake,0.000069338|0.000056243|0.000079496,0.00,0.00,43638784,43638784,768,768,1536
646,1764450474.9754326,kem_handshake,0.000093132|0.000093723|0.000119841,0.00,0.00,43638784,43638784,768,768,1536
647,1764450474.9778433,kem_handshake,0.000030887|0.000030397|0.000038551,0.00,0.00,43638784,43638784,768,768,1536
648,1764450474.9796307,kem_handshake,0.000039272|0.000032951|0.000068486,0.00,0.00,43638784,43638784,768,768,1536
649,1764450474.981264,kem_handshake,0.000031739|0.000037850|0.000053278,0.00,0.00,43638784,43638784,768,768,1536
650,1764450474.9832816,kem_handshake,0.000039312|0.000036206|0.000042319,0.00,0.00,43642880,43642880,768,768,1536
651,1764450474.984798,kem_handshake,0.000024044|0.000026670|0.000038661,0.00,0.00,43642880,43642880,768,768,1536
652,1764450474.9866843,kem_handshake,0.000042108|0.000048680|0.000071642,0.00,0.00,43642880,43642880,768,768,1536
653,1764450474.9889293,kem_handshake,0.000029765|0.000033181|0.000041407,0.00,0.00,43642880,43642880,768,768,1536
654,1764450474.9907892,kem_handshake,0.000042188|0.000033452|0.000048841,0.00,0.00,43642880,43642880,768,768,1536
655,1764450474.9932387,kem_handshake,0.000051495|0.000053749|0.000079357,0.00,0.00,43642880,43642880,768,768,1536
656,1764450474.994806,kem_handshake,0.000023313|0.000026218|0.000035766,0.00,0.00,43642880,43642880,768,768,1536
657,1764450474.9963815,kem_handshake,0.000032641|0.000027771|0.000042078,0.00,0.00,43642880,43642880,768,768,1536
658,1764450474.9981866,kem_handshake,0.000030967|0.000031458|0.000067475,0.00,0.00,43642880,43642880,768,768,1536
659,1764450474.9997895,kem_handshake,0.000034404|0.000036157|0.000048850,0.00,0.00,43642880,43642880,768,768,1536
660,1764450475.002332,kem_handshake,0.000046205|0.000063998|0.000103511,0.00,0.00,43646976,43646976,768,768,1536
661,1764450475.0051136,kem_handshake,0.000062685|0.000051525|0.000082653,0.00,0.00,43646976,43646976,768,768,1536
662,1764450475.0080853,kem_handshake,0.000077743|0.000062184|0.000156318,0.00,0.00,43646976,43646976,768,768,1536
663,1764450475.0109468,kem_handshake,0.000051875|0.000056664|0.000080719,0.00,0.00,43646976,43646976,768,768,1536
664,1764450475.012856,kem_handshake,0.000045364|0.000037650|0.000062305,0.00,0.00,43646976,43646976,768,768,1536
665,1764450475.015141,kem_handshake,0.000052256|0.000055793|0.000128497,0.00,0.00,43646976,43646976,768,768,1536
666,1764450475.0182407,kem_handshake,0.000054901|0.000060631|0.000077383,0.00,0.00,43646976,43646976,768,768,1536
667,1764450475.0198133,kem_handshake,0.000025137|0.000026689|0.000036297,0.00,0.00,43646976,43646976,768,768,1536
668,1764450475.0216181,kem_handshake,0.000049230|0.000051946|0.000082582,0.00,0.00,43646976,43646976,768,768,1536
669,1764450475.0239282,kem_handshake,0.000058358|0.000064790|0.000122827,0.00,0.00,43646976,43646976,768,768,1536
670,1764450475.0264938,kem_handshake,0.000052607|0.000053148|0.000078625,0.00,0.00,43651072,43651072,768,768,1536
671,1764450475.0287106,kem_handshake,0.000052827|0.000055572|0.000090888,0.00,0.00,43651072,43651072,768,768,1536
672,1764450475.0306232,kem_handshake,0.000029174|0.000029695|0.000039753,0.00,0.00,43651072,43651072,768,768,1536
673,1764450475.0326805,kem_handshake,0.000071452|0.000057175|0.000082502,0.00,0.00,43651072,43651072,768,768,1536
674,1764450475.034665,kem_handshake,0.000043009|0.000039433|0.000048630,0.00,0.00,43651072,43651072,768,768,1536
675,1764450475.036269,kem_handshake,0.000025257|0.000027741|0.000037720,0.00,0.00,43651072,43651072,768,768,1536
676,1764450475.037737,kem_handshake,0.000029444|0.000028493|0.000043821,0.00,0.00,43651072,43651072,768,768,1536
677,1764450475.0391555,kem_handshake,0.000025747|0.000027000|0.000046966,0.00,0.00,43651072,43651072,768,768,1536
678,1764450475.0417979,kem_handshake,0.000055703|0.000052156|0.000091349,0.00,0.00,43651072,43651072,768,768,1536
679,1764450475.043765,kem_handshake,0.000038111|0.000032871|0.000048028,0.00,0.00,43651072,43651072,768,768,1536
680,1764450475.045578,kem_handshake,0.000050583|0.000053649|0.000074728,0.00,0.00,43655168,43655168,768,768,1536
681,1764450475.047894,kem_handshake,0.000057536|0.000071182|0.000101428,0.00,0.00,43655168,43655168,768,768,1536
682,1764450475.0505497,kem_handshake,0.000077743|0.000065431|0.000085017,0.00,0.00,43655168,43655168,768,768,1536
683,1764450475.05279,kem_handshake,0.000064358|0.000058838|0.000078134,0.00,0.00,43655168,43655168,768,768,1536
684,1764450475.0552561,kem_handshake,0.000037509|0.000038852|0.000047037,0.00,0.00,43655168,43655168,768,768,1536
685,1764450475.057435,kem_handshake,0.000076241|0.000043901|0.000092611,0.00,0.00,43655168,43655168,768,768,1536
686,1764450475.060714,kem_handshake,0.000064550|0.000063437|0.000098322,0.00,0.00,43655168,43655168,768,768,1536
687,1764450475.0628083,kem_handshake,0.000031669|0.000028162|0.000044162,0.00,0.00,43655168,43655168,768,768,1536
688,1764450475.0644884,kem_handshake,0.000043931|0.000036598|0.000053669,0.00,0.00,43655168,43655168,768,768,1536
689,1764450475.0663733,kem_handshake,0.000047437|0.000042930|0.000084847,0.00,0.00,43655168,43655168,768,768,1536
690,1764450475.0693164,kem_handshake,0.000070200|0.000054601|0.000055102,0.00,5042.70,43659264,43659264,768,768,1536
691,1764450475.0716128,kem_handshake,0.000060642|0.000061183|0.000084727,0.00,0.00,43659264,43659264,768,768,1536
692,1764450475.0735166,kem_handshake,0.000031087|0.000041206|0.000045855,0.00,0.00,43659264,43659264,768,768,1536
693,1764450475.0759342,kem_handshake,0.000045234|0.000043490|0.000047377,0.00,0.00,43659264,43659264,768,768,1536
