Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,client_ct_bytes,server_ct_bytes,total_packet_bytes
931,1764450475.630164,kem_handshake,0.000038691|0.000037600|0.000058188,0.00,0.00,43753472,43753472,768,768,1536
932,1764450475.6324708,kem_handshake,0.000042408|0.000063207|0.000051645,0.00,0.00,43753472,43753472,768,768,1536
933,1764450475.63454,kem_handshake,0.000057235|0.000061403|0.000075239,0.00,0.00,43753472,43753472,768,768,1536
934,1764450475.6363788,kem_handshake,0.000027000|0.000028873|0.000038321,0.00,0.00,43753472,43753472,768,768,1536
935,1764450475.6383026,kem_handshake,0.000047578|0.000063307|0.000042408,0.00,0.00,43753472,43753472,768,768,1536
936,1764450475.6404734,kem_handshake,0.000037218|0.000043079|0.000115394,0.00,0.00,43753472,43753472,768,768,1536
937,1764450475.6432688,kem_handshake,0.000055282|0.000058969|0.000074417,0.00,0.00,43753472,43753472,768,768,1536
938,1764450475.6456633,kem_handshake,0.000047497|0.000051244|0.000068777,0.00,0.00,43753472,43753472,768,768,1536
939,1764450475.6479087,kem_handshake,0.000047117|0.000038652|0.000073596,0.00,7882.50,43757568,43757568,768,768,1536
940,1764450475.6505225,kem_handshake,0.000062125|0.000062946|0.000085097,0.00,0.00,43757568,43757568,768,768,1536
941,1764450475.6529708,kem_handshake,0.000033873|0.000031699|0.000043250,0.00,0.00,43757568,43757568,768,768,1536
942,1764450475.6550682,kem_handshake,0.000035065|0.000039803|0.000109242,0.00,0.00,43757568,43757568,768,768,1536
943,1764450475.6569912,kem_handshake,0.000035115|0.000034173|0.000044712,0.00,0.00,43757568,43757568,768,768,1536
944,1764450475.6597886,kem_handshake,0.000077383|0.000048149|0.000079016,0.00,0.00,43757568,43757568,768,768,1536
945,1764450475.6617794,kem_handshake,0.000031197|0.000029374|0.000041687,0.00,0.00,43757568,43757568,768,768,1536
946,1764450475.6638517,kem_handshake,0.000066432|0.000060331|0.000096909,0.00,0.00,43757568,43757568,768,768,1536
947,1764450475.6670084,kem_handshake,0.000063528|0.000046116|0.000087552,0.00,0.00,43757568,43757568,768,768,1536
948,1764450475.6699626,kem_handshake,0.000053308|0.000056415|0.000072814,0.00,0.00,43757568,43757568,768,768,1536
949,1764450475.6725023,kem_handshake,0.000082973|0.000089455|0.000138917,0.00,0.00,43757568,43757568,768,768,1536
950,1764450475.6758208,kem_handshake,0.000073625|0.000067194|0.000194418,0.00,0.00,43761664,43761664,768,768,1536
951,1764450475.6787586,kem_handshake,0.000053289|0.000057827|0.000102349,0.00,0.00,43761664,43761664,768,768,1536
952,1764450475.6821947,kem_handshake,0.000119110|0.000059711|0.000085077,0.00,0.00,43761664,43761664,768,768,1536
953,1764450475.6851761,kem_handshake,0.000049121|0.000052407|0.000079767,0.00,0.00,43761664,43761664,768,768,1536
954,1764450475.6869097,kem_handshake,0.000023493|0.000026960|0.000035866,0.00,0.00,43761664,43761664,768,768,1536
955,1764450475.68963,kem_handshake,0.000072404|0.000056154|0.000103962,0.00,0.00,43761664,43761664,768,768,1536
956,1764450475.6916037,kem_handshake,0.000031248|0.000030105|0.000047868,0.00,0.00,43761664,43761664,768,768,1536
957,1764450475.6932087,kem_handshake,0.000035526|0.000033371|0.000050674,0.00,0.00,43761664,43761664,768,768,1536
958,1764450475.6949427,kem_handshake,0.000023393|0.000025026|0.000038901,0.00,0.00,43761664,43761664,768,768,1536
959,1764450475.6967516,kem_handshake,0.000048249|0.000050043|0.000068497,0.00,0.00,43761664,43761664,768,768,1536
960,1764450475.699088,kem_handshake,0.000049692|0.000042127|0.000074448,0.00,0.00,43761664,43761664,768,768,1536
961,1764450475.7009604,kem_handshake,0.000032049|0.000030817|0.000043000,0.00,0.00,43765760,43765760,768,768,1536
962,1764450475.7026563,kem_handshake,0.000028473|0.000028813|0.000038271,0.00,0.00,43765760,43765760,768,768,1536
963,1764450475.70449,kem_handshake,0.000052006|0.000042839|0.000073165,0.00,0.00,43765760,43765760,768,768,1536
964,1764450475.7068524,kem_handshake,0.000049832|0.000040415|0.000053288,0.00,0.00,43765760,43765760,768,768,1536
965,1764450475.7099564,kem_handshake,0.000082984|0.000077052|0.000091209,0.00,0.00,43765760,43765760,768,768,1536
966,1764450475.7118032,kem_handshake,0.000030827|0.000030236|0.000040715,0.00,0.00,43765760,43765760,768,768,1536
967,1764450475.7141128,kem_handshake,0.000075389|0.000064849|0.000104252,0.00,0.00,43765760,43765760,768,768,1536
968,1764450475.7167232,kem_handshake,0.000055482|0.000057836|0.000077964,0.00,0.00,43765760,43765760,768,768,1536
969,1764450475.7193284,kem_handshake,0.000070060|0.000079437|0.000042007,0.00,4387.30,43765760,43765760,768,768,1536
970,1764450475.7217228,kem_handshake,0.000056935|0.000053198|0.000105244,0.00,0.00,43769856,43769856,768,768,1536
971,1764450475.7244868,kem_handshake,0.000057837|0.000057896|0.000069038,0.00,0.00,43769856,43769856,768,768,1536
972,1764450475.7266157,kem_handshake,0.000059490|0.000064018|0.000104012,0.00,0.00,43769856,43769856,768,768,1536
973,1764450475.7286263,kem_handshake,0.000044533|0.000049461|0.000072203,0.00,0.00,43769856,43769856,768,768,1536
974,1764450475.7310326,kem_handshake,0.000078876|0.000069959|0.000110153,0.00,0.00,43769856,43769856,768,768,1536
975,1764450475.7338002,kem_handshake,0.000034735|0.000032840|0.000046095,0.00,0.00,43769856,43769856,768,768,1536
976,1764450475.735861,kem_handshake,0.000043931|0.000049812|0.000068676,0.00,0.00,43769856,43769856,768,768,1536
977,1764450475.7376707,kem_handshake,0.000035505|0.000032460|0.000050112,0.00,0.00,43769856,43769856,768,768,1536
978,1764450475.7400029,kem_handshake,0.000064669|0.000046856|0.000088032,0.00,0.00,43769856,43769856,768,768,1536
979,1764450475.7421908,kem_handshake,0.000031568|0.000029825|0.000040384,0.00,0.00,43769856,43769856,768,768,1536
980,1764450475.7442894,kem_handshake,0.000042859|0.000049301|0.000069048,0.00,0.00,43773952,43773952,768,768,1536
981,1764450475.745872,kem_handshake,0.000030145|0.000029715|0.000045504,0.00,0.00,43773952,43773952,768,768,1536
982,1764450475.7479455,kem_handshake,0.000043069|0.000037980|0.000053689,0.00,0.00,43773952,43773952,768,768,1536
983,1764450475.7506518,kem_handshake,0.000075039|0.000069879|0.000099844,0.00,0.00,43773952,43773952,768,768,1536
984,1764450475.7527742,kem_handshake,0.000043951|0.000051555|0.000069087,0.00,0.00,43773952,43773952,768,768,1536
985,1764450475.7545424,kem_handshake,0.000034073|0.000032961|0.000074638,0.00,0.00,43773952,43773952,768,768,1536
986,1764450475.75642,kem_handshake,0.000047878|0.000041046|0.000070710,0.00,0.00,43773952,43773952,768,768,1536
987,1764450475.7584405,kem_handshake,0.000036137|0.000035796|0.000053870,0.00,0.00,43773952,43773952,768,768,1536
988,1764450475.7606897,kem_handshake,0.000073916|0.000042718|0.000061413,0.00,0.00,43773952,43773952,768,768,1536
989,1764450475.763418,kem_handshake,0.000083213|0.000093012|0.000122607,0.00,0.00,43773952,43773952,768,768,1536
990,1764450475.7663574,kem_handshake,0.000055983|0.000056033|0.000044452,0.00,0.00,43778048,43778048,768,768,1536
991,1764450475.7680266,kem_handshake,0.000028002|0.000028432|0.000038271,0.00,0.00,43778048,43778048,768,768,1536
992,1764450475.769736,kem_handshake,0.000026479|0.000027441|0.000036046,0.00,0.00,43778048,43778048,768,768,1536
993,1764450475.771545,kem_handshake,0.000033923|0.000035095|0.000070079,0.00,0.00,43778048,43778048,768,768,1536
994,1764450475.7737968,kem_handshake,0.000060531|0.000049982|0.000067284,0.00,0.00,43778048,43778048,768,768,1536
995,1764450475.7761903,kem_handshake,0.000046756|0.000037829|0.000070039,0.00,0.00,43782144,43782144,768,768,1536
996,1764450475.778902,kem_handshake,0.000052356|0.000058808|0.000085378,0.00,0.00,43782144,43782144,768,768,1536
997,1764450475.7812784,kem_handshake,0.000049601|0.000048780|0.000066242,0.00,7210.00,43782144,43782144,768,768,1536
998,1764450475.7835486,kem_handshake,0.000036838|0.000035485|0.000043661,0.00,0.00,43782144,43782144,768,768,1536
999,1764450475.7855134,kem_handshake,0.000047368|0.000052286|0.000044533,0.00,0.00,43782144,43782144,768,768,1536
1000,1764450475.7875545,kem_handshake,0.000041717|0.000042057|0.000068496,0.00,0.00,43786240,43786240,768,768,1536
