Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,ciphertext_bytes
848,1764450521.847993,rsa_handshake,0.000477352|0.000106787,0.00,1487.60,44687360,44687360,512
849,1764450521.867312,rsa_handshake,0.000307477|0.000053458,0.00,0.00,44687360,44687360,512
850,1764450521.9187033,rsa_handshake,0.000253168|0.000061494,0.00,0.00,44687360,44687360,512
851,1764450521.9759898,rsa_handshake,0.000448418|0.000087762,0.00,0.00,44687360,44687360,512
852,1764450522.0205011,rsa_handshake,0.000261714|0.000076141,0.00,0.00,44691456,44691456,512
853,1764450522.052099,rsa_handshake,0.000435584|0.000049010,0.00,0.00,44691456,44691456,512
854,1764450522.1083589,rsa_handshake,0.000234263|0.000049692,0.00,0.00,44691456,44691456,512
855,1764450522.1226962,rsa_handshake,0.000480948|0.000080348,0.00,0.00,44691456,44691456,512
856,1764450522.1422515,rsa_handshake,0.000485436|0.000122717,0.00,0.00,44691456,44691456,512
857,1764450522.249242,rsa_handshake,0.000431968|0.000085097,0.00,0.00,44691456,44691456,512
858,1764450522.301741,rsa_handshake,0.000229233|0.000047708,0.00,0.00,44691456,44691456,512
859,1764450522.4003832,rsa_handshake,0.000351819|0.000070570,0.00,2046.20,44691456,44691456,512
860,1764450522.429543,rsa_handshake,0.000321814|0.000074157,0.00,0.00,44691456,44691456,512
861,1764450522.4859998,rsa_handshake,0.000426448|0.000084326,0.00,0.00,44691456,44691456,512
862,1764450522.521153,rsa_handshake,0.000435214|0.000081040,0.00,0.00,44691456,44691456,512
863,1764450522.5385363,rsa_handshake,0.000280367|0.000066803,0.00,0.00,44695552,44695552,512
864,1764450522.5624316,rsa_handshake,0.000248469|0.000060532,0.00,0.00,44695552,44695552,512
865,1764450522.575033,rsa_handshake,0.000451864|0.000036327,0.00,1872.80,44695552,44695552,512
866,1764450522.6292617,rsa_handshake,0.000323046|0.000074227,0.00,0.00,44695552,44695552,512
867,1764450522.6681683,rsa_handshake,0.000458006|0.000084086,0.00,0.00,44695552,44695552,512
868,1764450522.693826,rsa_handshake,0.000428702|0.000083985,0.00,0.00,44695552,44695552,512
869,1764450522.704671,rsa_handshake,0.000243910|0.000063838,0.00,0.00,44695552,44695552,512
870,1764450522.7315314,rsa_handshake,0.000294744|0.000052166,0.00,0.00,44695552,44695552,512
871,1764450522.7575736,rsa_handshake,0.000409757|0.000050623,0.00,0.00,44695552,44695552,512
872,1764450522.79182,rsa_handshake,0.000445032|0.000084156,0.00,0.00,44695552,44695552,512
873,1764450522.8317564,rsa_handshake,0.000443619|0.000105495,0.00,0.00,44695552,44695552,512
874,1764450522.8788917,rsa_handshake,0.000250743|0.000048770,0.00,0.00,44699648,44699648,512
875,1764450522.9008377,rsa_handshake,0.000456393|0.000083895,0.00,0.00,44699648,44699648,512
876,1764450522.93365,rsa_handshake,0.000538354|0.000103111,0.00,0.00,44699648,44699648,512
877,1764450522.9654338,rsa_handshake,0.000241486|0.000053369,0.00,0.00,44699648,44699648,512
878,1764450522.9880376,rsa_handshake,0.000238050|0.000054080,0.00,0.00,44699648,44699648,512
879,1764450523.0190973,rsa_handshake,0.000531872|0.000068516,0.00,0.00,44699648,44699648,512
880,1764450523.0931356,rsa_handshake,0.000424955|0.000084947,0.00,0.00,44699648,44699648,512
881,1764450523.1339152,rsa_handshake,0.000533355|0.000103561,0.00,0.00,44699648,44699648,512
882,1764450523.1624544,rsa_handshake,0.000276961|0.000056074,0.00,0.00,44699648,44699648,512
883,1764450523.190706,rsa_handshake,0.000428942|0.000058257,0.00,0.00,44699648,44699648,512
884,1764450523.2138422,rsa_handshake,0.000268275|0.000055643,0.00,0.00,44699648,44699648,512
885,1764450523.272981,rsa_handshake,0.000238661|0.000055102,0.00,0.00,44703744,44703744,512
886,1764450523.309632,rsa_handshake,0.000393847|0.000047959,0.00,0.00,44703744,44703744,512
887,1764450523.3817918,rsa_handshake,0.000230295|0.000047889,0.00,0.00,44703744,44703744,512
888,1764450523.434415,rsa_handshake,0.000280328|0.000057196,0.00,0.00,44703744,44703744,512
889,1764450523.4861097,rsa_handshake,0.000256374|0.000048380,0.00,0.00,44703744,44703744,512
890,1764450523.5330744,rsa_handshake,0.000262345|0.000053448,0.00,0.00,44703744,44703744,512
891,1764450523.5849056,rsa_handshake,0.000266472|0.000064519,0.00,0.00,44703744,44703744,512
892,1764450523.6066146,rsa_handshake,0.000275739|0.000069067,0.00,0.00,44703744,44703744,512
893,1764450523.6856158,rsa_handshake,0.000445783|0.000093142,0.00,0.00,44703744,44703744,512
894,1764450523.707279,rsa_handshake,0.000430275|0.000093483,0.00,0.00,44703744,44703744,512
895,1764450523.7879877,rsa_handshake,0.000428962|0.000084556,0.00,0.00,44703744,44703744,512
896,1764450523.8289099,rsa_handshake,0.000552370|0.000103931,0.00,1317.30,44707840,44707840,512
897,1764450523.8713393,rsa_handshake,0.000808854|0.000037479,0.00,0.00,44707840,44707840,512
898,1764450523.8882365,rsa_handshake,0.000270910|0.000071682,0.00,0.00,44707840,44707840,512
899,1764450523.9473734,rsa_handshake,0.000435474|0.000106968,0.00,0.00,44707840,44707840,512
900,1764450523.9823146,rsa_handshake,0.000233872|0.000048069,0.00,0.00,44707840,44707840,512
901,1764450524.0197043,rsa_handshake,0.000255362|0.000093803,0.00,0.00,44707840,44707840,512
902,1764450524.047381,rsa_handshake,0.000449008|0.000089125,0.00,0.00,44707840,44707840,512
903,1764450524.081095,rsa_handshake,0.000449419|0.000063046,0.00,0.00,44707840,44707840,512
904,1764450524.1480079,rsa_handshake,0.000242648|0.000056063,0.00,0.00,44707840,44707840,512
905,1764450524.1884785,rsa_handshake,0.000250954|0.000052497,0.00,0.00,44707840,44707840,512
906,1764450524.2418022,rsa_handshake,0.000451173|0.000089235,0.00,0.00,44707840,44707840,512
907,1764450524.292569,rsa_handshake,0.000294584|0.000066844,0.00,0.00,44711936,44711936,512
908,1764450524.3158216,rsa_handshake,0.000232219|0.000050393,0.00,0.00,44711936,44711936,512
909,1764450524.3463144,rsa_handshake,0.000541790|0.000065901,0.00,0.00,44711936,44711936,512
910,1764450524.38801,rsa_handshake,0.000425385|0.000083263,0.00,1696.80,44711936,44711936,512
911,1764450524.436595,rsa_handshake,0.000389368|0.000078445,0.00,0.00,44711936,44711936,512
912,1764450524.4594316,rsa_handshake,0.000247567|0.000052807,0.00,0.00,44711936,44711936,512
913,1764450524.4815316,rsa_handshake,0.000226788|0.000047467,0.00,0.00,44711936,44711936,512
914,1764450524.5022233,rsa_handshake,0.000427610|0.000090698,0.00,0.00,44711936,44711936,512
915,1764450524.5407465,rsa_handshake,0.000478103|0.000068617,0.00,0.00,44711936,44711936,512
916,1764450524.6151505,rsa_handshake,0.000237338|0.000053979,0.00,0.00,44711936,44711936,512
917,1764450524.6428165,rsa_handshake,0.000406891|0.000048911,0.00,0.00,44711936,44711936,512
918,1764450524.6803772,rsa_handshake,0.000240494|0.000053649,0.00,0.00,44716032,44716032,512
919,1764450524.7216034,rsa_handshake,0.000228743|0.000050162,0.00,0.00,44716032,44716032,512
920,1764450524.7480097,rsa_handshake,0.000444921|0.000099554,0.00,0.00,44716032,44716032,512
921,1764450524.7629092,rsa_handshake,0.000247597|0.000053108,0.00,0.00,44716032,44716032,512
922,1764450524.7902513,rsa_handshake,0.000439722|0.000093283,0.00,0.00,44716032,44716032,512
923,1764450524.8256304,rsa_handshake,0.000438570|0.000083525,0.00,0.00,44716032,44716032,512
924,1764450524.8875003,rsa_handshake,0.000535890|0.000080849,0.00,0.00,44716032,44716032,512
925,1764450524.9099727,rsa_handshake,0.000428641|0.000084907,0.00,0.00,44716032,44716032,512
926,1764450524.9537966,rsa_handshake,0.000232400|0.000052427,0.00,2928.90,44716032,44716032,512
927,1764450524.9845476,rsa_handshake,0.000437828|0.000086480,0.00,0.00,44716032,44716032,512
928,1764450525.0214674,rsa_handshake,0.000340248|0.000079757,0.00,0.00,44716032,44716032,512
929,1764450525.080526,rsa_handshake,0.000482280|0.000042197,0.00,0.00,44720128,44720128,512
930,1764450525.1264963,rsa_handshake,0.000406030|0.000049612,0.00,0.00,44720128,44720128,512
931,1764450525.1545033,rsa_handshake,0.000293633|0.000072554,0.00,0.00,44720128,44720128,512
932,1764450525.2347746,rsa_handshake,0.000422981|0.000124229,0.00,0.00,44720128,44720128,512
933,1764450525.300889,rsa_handshake,0.000429392|0.000086560,0.00,0.00,44720128,44720128,512
934,1764450525.3323984,rsa_handshake,0.000540297|0.000104172,0.00,0.00,44720128,44720128,512
935,1764450525.3642788,rsa_handshake,0.000288182|0.000090207,0.00,0.00,44720128,44720128,512
936,1764450525.3844092,rsa_handshake,0.000394629|0.000049772,0.00,0.00,44720128,44720128,512
937,1764450525.4216053,rsa_handshake,0.000505734|0.000073055,0.00,0.00,44720128,44720128,512
938,1764450525.4371498,rsa_handshake,0.000437597|0.000081902,0.00,0.00,44720128,44720128,512
939,1764450525.480971,rsa_handshake,0.000233521|0.000049161,0.00,0.00,44720128,44720128,512
940,1764450525.5241485,rsa_handshake,0.000427088|0.000084235,0.00,0.00,44720128,44720128,512
941,1764450525.559805,rsa_handshake,0.000229674|0.000047498,0.00,0.00,44724224,44724224,512
942,1764450525.583627,rsa_handshake,0.000441195|0.000070461,0.00,0.00,44724224,44724224,512
943,1764450525.6254237,rsa_handshake,0.000439401|0.000113780,0.00,0.00,44724224,44724224,512
944,1764450525.6449418,rsa_handshake,0.000523025|0.000182667,0.00,0.00,44724224,44724224,512
945,1764450525.6787126,rsa_handshake,0.000239112|0.000051656,0.00,0.00,44724224,44724224,512
946,1764450525.7060738,rsa_handshake,0.000370775|0.000082803,0.00,0.00,44724224,44724224,512
947,1764450525.7173686,rsa_handshake,0.000458557|0.000097861,0.00,0.00,44724224,44724224,512
948,1764450525.7333496,rsa_handshake,0.000413844|0.000059179,0.00,0.00,44724224,44724224,512
949,1764450525.7493303,rsa_handshake,0.000297420|0.000076912,0.00,0.00,44724224,44724224,512
950,1764450525.7928965,rsa_handshake,0.000426026|0.000084466,0.00,0.00,44724224,44724224,512
951,1764450525.8155162,rsa_handshake,0.000345208|0.000085007,0.00,0.00,44724224,44724224,512
952,1764450525.848105,rsa_handshake,0.000266432|0.000066703,0.00,0.00,44728320,44728320,512
953,1764450525.8892875,rsa_handshake,0.000450242|0.000102239,0.00,0.00,44728320,44728320,512
954,1764450525.9076076,rsa_handshake,0.000403495|0.000049602,0.00,0.00,44728320,44728320,512
955,1764450525.9788399,rsa_handshake,0.000429794|0.000086049,0.00,1555.60,44728320,44728320,512
956,1764450526.0208945,rsa_handshake,0.000231187|0.000048600,0.00,0.00,44728320,44728320,512
957,1764450526.0565386,rsa_handshake,0.000324680|0.000054681,0.00,0.00,44728320,44728320,512
958,1764450526.075163,rsa_handshake,0.000433219|0.000085618,0.00,0.00,44728320,44728320,512
959,1764450526.1321826,rsa_handshake,0.000237318|0.000049692,0.00,0.00,44728320,44728320,512
960,1764450526.173998,rsa_handshake,0.000482060|0.000068557,0.00,0.00,44728320,44728320,512
961,1764450526.2191205,rsa_handshake,0.000464397|0.000036949,0.00,0.00,44728320,44728320,512
962,1764450526.232697,rsa_handshake,0.000435584|0.000085728,0.00,0.00,44728320,44728320,512
963,1764450526.2477736,rsa_handshake,0.000232650|0.000052427,0.00,0.00,44732416,44732416,512
964,1764450526.2617328,rsa_handshake,0.000289715|0.000051595,0.00,0.00,44732416,44732416,512
965,1764450526.2892048,rsa_handshake,0.000258187|0.000070440,0.00,0.00,44732416,44732416,512
966,1764450526.3490293,rsa_handshake,0.000575362|0.000128498,0.00,0.00,44732416,44732416,512
967,1764450526.379169,rsa_handshake,0.000263958|0.000054521,0.00,0.00,44732416,44732416,512
968,1764450526.404954,rsa_handshake,0.000265921|0.000052156,0.00,0.00,44732416,44732416,512
969,1764450526.4260588,rsa_handshake,0.000385171|0.000077513,0.00,0.00,44732416,44732416,512
970,1764450526.4507554,rsa_handshake,0.000238110|0.000054190,0.00,0.00,44732416,44732416,512
971,1764450526.5460827,rsa_handshake,0.000320552|0.000047878,0.00,0.00,44732416,44732416,512
972,1764450526.5701103,rsa_handshake,0.000490346|0.000110895,0.00,0.00,44732416,44732416,512
973,1764450526.6045916,rsa_handshake,0.000232490|0.000050173,0.00,0.00,44732416,44732416,512
974,1764450526.6404681,rsa_handshake,0.000443609|0.000087742,0.00,0.00,44736512,44736512,512
975,1764450526.6647542,rsa_handshake,0.000242348|0.000062916,0.00,0.00,44736512,44736512,512
976,1764450526.6917565,rsa_handshake,0.000232029|0.000048580,0.00,0.00,44736512,44736512,512
977,1764450526.7387967,rsa_handshake,0.000228061|0.000047418,0.00,0.00,44736512,44736512,512
978,1764450526.7837183,rsa_handshake,0.000439812|0.000061293,0.00,0.00,44736512,44736512,512
979,1764450526.8017788,rsa_handshake,0.000266352|0.000063427,0.00,0.00,44736512,44736512,512
980,1764450526.8471096,rsa_handshake,0.000427549|0.000084807,0.00,0.00,44736512,44736512,512
981,1764450526.892294,rsa_handshake,0.000425987|0.000092280,0.00,0.00,44736512,44736512,512
982,1764450526.9294631,rsa_handshake,0.000437407|0.000084806,0.00,0.00,44736512,44736512,512
983,1764450526.9684339,rsa_handshake,0.000414576|0.000067595,0.00,0.00,44736512,44736512,512
984,1764450526.9970834,rsa_handshake,0.000443859|0.000091058,0.00,0.00,44736512,44736512,512
985,1764450527.0477715,rsa_handshake,0.000236446|0.000051085,0.00,0.00,44740608,44740608,512
986,1764450527.1156201,rsa_handshake,0.000540267|0.000103291,0.00,0.00,44740608,44740608,512
987,1764450527.1779792,rsa_handshake,0.000529066|0.000102229,0.00,0.00,44740608,44740608,512
988,1764450527.205965,rsa_handshake,0.000437228|0.000093142,0.00,0.00,44740608,44740608,512
989,1764450527.238852,rsa_handshake,0.000249220|0.000060652,0.00,2806.20,44740608,44740608,512
990,1764450527.2602456,rsa_handshake,0.000243029|0.000061734,0.00,0.00,44740608,44740608,512
991,1764450527.2935343,rsa_handshake,0.000538524|0.000104082,0.00,0.00,44740608,44740608,512
992,1764450527.306176,rsa_handshake,0.000234403|0.000050764,0.00,0.00,44740608,44740608,512
993,1764450527.3797827,rsa_handshake,0.000451073|0.000035546,0.00,0.00,44740608,44740608,512
994,1764450527.4069226,rsa_handshake,0.000228211|0.000048319,0.00,0.00,44740608,44740608,512
995,1764450527.451628,rsa_handshake,0.000432549|0.000085608,0.00,0.00,44740608,44740608,512
996,1764450527.487707,rsa_handshake,0.000279236|0.000076451,0.00,0.00,44744704,44744704,512
997,1764450527.51909,rsa_handshake,0.000427289|0.000084737,0.00,0.00,44744704,44744704,512
998,1764450527.5606644,rsa_handshake,0.000457444|0.000087922,0.00,0.00,44744704,44744704,512
999,1764450527.5769334,rsa_handshake,0.000271171|0.000049020,0.00,0.00,44744704,44744704,512
1000,1764450527.6091204,rsa_handshake,0.000524388|0.000102219,0.00,0.00,44744704,44744704,512
